Departamento,Municipio,Código_lugar,Año,Tamaño_muestra,Desntr_crón_inft
ALTA VERAPAZ,CHAHAL,1614,2001,878,52.4
ALTA VERAPAZ,CHISEC,1613,2001,3037,45
ALTA VERAPAZ,COBÁN,1601,2001,4437,43.7
ALTA VERAPAZ,FRAY BARTOLOMÉ DE LAS CASAS,1615,2001,1795,47.5
ALTA VERAPAZ,LANQUÍN,1611,2001,545,60.2
ALTA VERAPAZ,PANZÓS,1607,2001,1200,45.8
ALTA VERAPAZ,RAXRUHÁ,1617,2001,,
ALTA VERAPAZ,SAN CRISTÓBAL VERAPAZ,1603,2001,1421,64
ALTA VERAPAZ,SAN JUAN CHAMELCO,1610,2001,1052,60.5
ALTA VERAPAZ,SAN PEDRO CARCHÁ,1609,2001,4702,47.1
ALTA VERAPAZ,SANTA CATALINA LA TINTA,1616,2001,897,48.1
ALTA VERAPAZ,SANTA CRUZ VERAPAZ,1602,2001,637,56
ALTA VERAPAZ,SENAHÚ,1608,2001,1795,56.2
ALTA VERAPAZ,TACTIC,1604,2001,689,61.1
ALTA VERAPAZ,TAMAHÚ,1605,2001,451,61.6
ALTA VERAPAZ,TUCURÚ,1606,2001,903,51.7
BAJA VERAPAZ,CUBULCO,1504,2001,1880,55.4
BAJA VERAPAZ,EL CHOL,1506,2001,414,35.3
BAJA VERAPAZ,GRANADOS,1505,2001,476,34.5
BAJA VERAPAZ,PURULHÁ,1508,2001,1138,59.8
BAJA VERAPAZ,RABINAL,1503,2001,1577,61.1
BAJA VERAPAZ,SALAMÁ,1501,2001,1971,46
BAJA VERAPAZ,SAN JERÓNIMO,1507,2001,741,48
BAJA VERAPAZ,SAN MIGUEL CHICAJ,1502,2001,966,58.3
CHIMALTENANGO,ACATENANGO,0411,2001,644,64.8
CHIMALTENANGO,CHIMALTENANGO,0401,2001,2232,50
CHIMALTENANGO,COMALAPA,0404,2001,1148,70.8
CHIMALTENANGO,EL TEJAR,0416,2001,449,36.1
CHIMALTENANGO,PARRAMOS,0414,2001,212,59.9
CHIMALTENANGO,PATZICÍA,0409,2001,623,62.6
CHIMALTENANGO,PATZÚN,0407,2001,1240,68.2
CHIMALTENANGO,POCHUTA,0408,2001,242,64.5
CHIMALTENANGO,SAN ANDRÉS IZTAPA,0413,2001,620,54.4
CHIMALTENANGO,SAN JOSÉ POAQUIL,0402,2001,910,68.1
CHIMALTENANGO,SAN MARTÍN JILOTEPEQUE,0403,2001,2801,57.6
CHIMALTENANGO,SANTA APOLONIA,0405,2001,422,78.4
CHIMALTENANGO,SANTA CRUZ BALANYÁ,0410,2001,150,72
CHIMALTENANGO,TECPÁN GUATEMALA,0406,2001,2108,69.2
CHIMALTENANGO,YEPOCAPA,0412,2001,846,61.2
CHIMALTENANGO,ZARAGOZA,0415,2001,540,55.7
CHIQUIMULA,CAMOTÁN,2005,2001,1380,65.1
CHIQUIMULA,CHIQUIMULA,2001,2001,2604,45
CHIQUIMULA,CONCEPCIÓN LAS MINAS,2008,2001,462,27.3
CHIQUIMULA,ESQUIPULAS,2007,2001,1346,38.2
CHIQUIMULA,IPALA,2011,2001,851,24.3
CHIQUIMULA,JOCOTÁN,2004,2001,1223,71.8
CHIQUIMULA,OLOPA,2006,2001,546,65.4
CHIQUIMULA,QUETZALTEPEQUE,2009,2001,1004,39.9
CHIQUIMULA,SAN JACINTO,2010,2001,470,50.9
CHIQUIMULA,SAN JOSÉ LA ARADA,2002,2001,314,25.8
CHIQUIMULA,SAN JUAN ERMITA,2003,2001,480,61.5
EL PROGRESO,EL JÍCARO,0205,2001,459,23.5
EL PROGRESO,GUASTATOYA,0201,2001,525,18.5
EL PROGRESO,MORAZÁN,0202,2001,481,33.1
EL PROGRESO,SAN AGUSTÍN ACASAGUASTLÁN,0203,2001,1470,40.8
EL PROGRESO,SAN ANTONIO LA PAZ,0208,2001,526,32.1
EL PROGRESO,SAN CRISTÓBAL ACASGUASTLAN,0204,2001,196,24
EL PROGRESO,SANARATE,0207,2001,941,28.6
EL PROGRESO,SANSARE,0206,2001,365,32.3
ESCUINTLA,ESCUINTLA,0501,2001,2929,28.4
ESCUINTLA,GUANAGAZAPA,0508,2001,472,42.6
ESCUINTLA,IZTAPA,0510,2001,491,19.4
ESCUINTLA,LA DEMOCRACIA,0503,2001,560,32.5
ESCUINTLA,LA GOMERA,0507,2001,1488,30.3
ESCUINTLA,MASAGUA,0505,2001,1148,29
ESCUINTLA,NUEVA CONCEPCIÓN,0513,2001,2544,23
ESCUINTLA,PALÍN,0511,2001,1051,35.7
ESCUINTLA,SAN JOSÉ,0509,2001,1317,27.1
ESCUINTLA,SAN VICENTE PACAYA,0512,2001,390,41.8
ESCUINTLA,SANTA LUCIA COTZULMALGUAPA,0502,2001,2495,40.7
ESCUINTLA,SIPACATE,0514,2001,,
ESCUINTLA,SIQUINALÁ,0504,2001,794,45.6
ESCUINTLA,TIQUISATE,0506,2001,1554,29.4
GUATEMALA,AMATITLÁN,0135,2001,2477,30
GUATEMALA,CHINAUTLA,0127,2001,2504,36.8
GUATEMALA,CHUARRANCHO,0133,2001,325,41.5
GUATEMALA,FRAIJANES,0134,2001,789,33.5
GUATEMALA,GUATEMALA,0101,2001,16908,24.3
GUATEMALA,MIXCO,0129,2001,6086,24.8
GUATEMALA,PALENCIA,0126,2001,1687,40.6
GUATEMALA,PETAPA,0138,2001,1313,22.2
GUATEMALA,SAN JOSÉ DEL GOLFO,0125,2001,224,18.8
GUATEMALA,SAN JOSÉ PINULA,0124,2001,1418,36.7
GUATEMALA,SAN JUAN SACATEPÉQUEZ,0131,2001,4812,51.8
GUATEMALA,SAN PEDRO AYAMPUC,0128,2001,1280,30.9
GUATEMALA,SAN PEDRO SACATEPÉQUEZ,0130,2001,909,46.5
GUATEMALA,SAN RAYMUNDO,0132,2001,953,47.3
GUATEMALA,SANTA CATARINA PINULA,0123,2001,1193,35
GUATEMALA,VILLA CANALES,0137,2001,2793,31.4
GUATEMALA,VILLA NUEVA,0136,2001,6564,26.9
HUEHUETENANGO,AGUACATÁN,1327,2001,1593,65.8
HUEHUETENANGO,BARILLAS,1326,2001,2856,74
HUEHUETENANGO,CHIANTLA,1302,2001,2757,64.5
HUEHUETENANGO,COLOTENANGO,1319,2001,754,76.8
HUEHUETENANGO,CONCEPCIÓN HUISTA,1322,2001,818,80.9
HUEHUETENANGO,CUILCO,1304,2001,2103,61.4
HUEHUETENANGO,HUEHUETENANGO,1301,2001,2344,43.3
HUEHUETENANGO,JACALTENANGO,1307,2001,1356,69
HUEHUETENANGO,LA DEMOCRACIA,1312,2001,1650,60.6
HUEHUETENANGO,LA LIBERTAD,1311,2001,1335,67.7
HUEHUETENANGO,MALACATANCITO,1303,2001,645,51.5
HUEHUETENANGO,NENTÓN,1305,2001,996,66.4
HUEHUETENANGO,PETATÁN,1333,2001,,
HUEHUETENANGO,SAN ANTONIO HUISTA,1324,2001,481,58
HUEHUETENANGO,SAN GASPAR IXCHIL,1329,2001,132,75
HUEHUETENANGO,SAN IDELFONSO IXTAHUACÁN,1309,2001,1104,71.1
HUEHUETENANGO,SAN JUAN ATITÁN,1316,2001,208,85.1
HUEHUETENANGO,SAN JUAN IXCOY,1323,2001,712,71.9
HUEHUETENANGO,SAN MATEO IXTATÁN,1318,2001,1069,81
HUEHUETENANGO,SAN MIGUEL ACATÁN,1313,2001,424,70.8
HUEHUETENANGO,SAN PEDRO NECTA,1306,2001,1058,73.8
HUEHUETENANGO,SAN RAFAEL INDEPENDENCIA,1314,2001,323,79.3
HUEHUETENANGO,SAN RAFAEL PÉTZAL,1328,2001,291,78.7
HUEHUETENANGO,SAN SEBASTIÁN COATÁN,1325,2001,588,70.9
HUEHUETENANGO,SAN SEBASTIÁN HUEHUETENANGO,1320,2001,676,75
HUEHUETENANGO,SANTA ANA HUISTA,1331,2001,295,55.3
HUEHUETENANGO,SANTA BÁRBARA,1310,2001,451,78.9
HUEHUETENANGO,SANTA EULALIA,1317,2001,937,75.8
HUEHUETENANGO,SANTIAGO CHIMALTENANGO,1330,2001,283,83.4
HUEHUETENANGO,SOLOMA,1308,2001,1144,61.1
HUEHUETENANGO,TECTITÁN,1321,2001,388,72.2
HUEHUETENANGO,TODOS SANTOS CUCHUMATÁN,1315,2001,911,79.6
HUEHUETENANGO,UNIÓN CANTINIL,1332,2001,,
IZABAL,EL ESTOR,1803,2001,1565,44.1
IZABAL,LIVINGSTÓN,1802,2001,2306,41.9
IZABAL,LOS AMATES,1805,2001,2404,41.7
IZABAL,MORALES,1804,2001,3240,28.2
IZABAL,PUERTO BARRIOS,1801,2001,2771,24.1
JALAPA,JALAPA,2101,2001,4342,55.9
JALAPA,MATAQUESCUINTLA,2107,2001,1387,44.1
JALAPA,MONJAS,2106,2001,932,35.3
JALAPA,SAN CARLOS ALZATATE,2105,2001,551,71
JALAPA,SAN LUIS JILOTEPEQUE,2103,2001,814,42.1
JALAPA,SAN MANUEL CHAPARRÓN,2104,2001,242,27.7
JALAPA,SAN PEDRO PINULA,2102,2001,1913,65.2
JUTIAPA,AGUA BLANCA,2204,2001,697,18.8
JUTIAPA,ASUNCIÓN MITA,2205,2001,1458,19.8
JUTIAPA,ATESCATEMPA,2207,2001,664,31.6
JUTIAPA,COMAPA,2211,2001,1179,54.3
JUTIAPA,CONGUACO,2213,2001,1006,48
JUTIAPA,EL ADELANTO,2209,2001,236,36.4
JUTIAPA,EL PROGRESO,2202,2001,574,21.3
JUTIAPA,JALPATAGUA,2212,2001,967,31
JUTIAPA,JEREZ,2208,2001,208,27.4
JUTIAPA,JUTIAPA,2201,2001,4594,35.6
JUTIAPA,MOYUTA,2214,2001,1599,28.5
JUTIAPA,PASACO,2215,2001,439,28.3
JUTIAPA,QUESADA,2217,2001,753,22.2
JUTIAPA,SAN JOSÉ ACATEMPA,2216,2001,464,34.5
JUTIAPA,SANTA CATARINA MITA,2203,2001,841,31.9
JUTIAPA,YUPILTEPEQUE,2206,2001,616,42.5
JUTIAPA,ZAPOTITLÁN,2210,2001,399,33.3
PETEN,DOLORES,1708,2001,1822,41.3
PETEN,EL CHAL,1714,2001,,
PETEN,FLORES,1701,2001,1256,29
PETEN,LA LIBERTAD,1705,2001,3469,39.5
PETEN,LAS CRUCES,1713,2001,,
PETEN,MELCHOR DE MENCOS,1711,2001,876,26.6
PETEN,POPTÚN,1712,2001,1560,44.7
PETEN,SAN ANDRÉS,1704,2001,949,37.4
PETEN,SAN BENITO,1703,2001,1105,27.4
PETEN,SAN FRANCISCO,1706,2001,433,40.7
PETEN,SAN JOSÉ,1702,2001,157,46.5
PETEN,SAN LUIS,1709,2001,2738,52.9
PETEN,SANTA ANA,1707,2001,711,39.9
PETEN,SAYAXCHÉ,1710,2001,2466,44
QUETZALTENANGO,ALMOLONGA,0913,2001,347,62.8
QUETZALTENANGO,CABRICÁN,0906,2001,859,77.5
QUETZALTENANGO,CAJOLÁ,0907,2001,475,77.3
QUETZALTENANGO,CANTEL,0914,2001,1062,60.5
QUETZALTENANGO,COATEPEQUE,0920,2001,3756,40.2
QUETZALTENANGO,COLOMBA,0917,2001,1145,56.4
QUETZALTENANGO,CONCEPCIÓN CHIQUIRICHAPA,0911,2001,842,74.5
QUETZALTENANGO,EL PALMAR,0919,2001,943,60.8
QUETZALTENANGO,FLORES COSTA CUCA,0922,2001,667,43.6
QUETZALTENANGO,GÉNOVA,0921,2001,1343,49.7
QUETZALTENANGO,HUITÁN,0915,2001,396,81.1
QUETZALTENANGO,LA ESPERANZA,0923,2001,439,44.9
QUETZALTENANGO,OLINTEPEQUE,0903,2001,897,57
QUETZALTENANGO,PALESTINA DE LOS ALTOS,0924,2001,569,68.2
QUETZALTENANGO,QUETZALTENANGO,0901,2001,3296,45.8
QUETZALTENANGO,SALCAJÁ,0902,2001,562,45
QUETZALTENANGO,SAN CARLOS SIJA,0904,2001,1361,48.8
QUETZALTENANGO,SAN FRANCISCO LA UNIÓN,0918,2001,320,61.3
QUETZALTENANGO,SAN JUAN OSTUNCALCO,0909,2001,2028,70.4
QUETZALTENANGO,SAN MARTÍN SACATEPÉQUEZ,0912,2001,1110,75.9
QUETZALTENANGO,SAN MATEO,0910,2001,144,47.9
QUETZALTENANGO,SAN MIGUEL SIGÜILA,0908,2001,309,71.5
QUETZALTENANGO,SIBILIA,0905,2001,459,46.2
QUETZALTENANGO,ZUNIL,0916,2001,491,60.3
QUICHE,CANILLÁ,1418,2001,441,47.9
QUICHE,CHAJUL,1405,2001,1250,82.7
QUICHE,CHICAMÁN,1419,2001,1020,67
QUICHE,CHICHÉ,1402,2001,707,71.4
QUICHE,CHICHICASTENANGO,1406,2001,3621,73.9
QUICHE,CHINIQUE,1403,2001,376,55.9
QUICHE,CUNÉN,1410,2001,1187,73.9
QUICHE,JOYABAJ,1412,2001,2100,59.3
QUICHE,NEBAJ,1413,2001,2322,82.5
QUICHE,PACHALUM,1421,2001,330,30.9
QUICHE,PATZITÉ,1407,2001,200,81.5
QUICHE,PLAYA GRANDE-IXCÁN,1420,2001,3321,50.7
QUICHE,SACAPULAS,1416,2001,1483,67.5
QUICHE,SAN ANDRÉS SAJCABAJA,1414,2001,698,52.6
QUICHE,SAN ANTONIO ILOTENANGO,1408,2001,608,74.7
QUICHE,SAN BARTOLOMÉ JOCOTENANGO,1417,2001,428,59.8
QUICHE,SAN JUAN COTZAL,1411,2001,665,81.5
QUICHE,SAN PEDRO JOCOPILAS,1409,2001,813,69.5
QUICHE,SANTA CRUZ DEL QUICHÉ,1401,2001,2267,58.6
QUICHE,USPANTÁN,1415,2001,1588,62
QUICHE,ZACUALPA,1404,2001,1008,58.8
RETALHULEU,CHAMPERICO,1107,2001,1116,34.1
RETALHULEU,EL ASINTAL,1109,2001,1234,59.7
RETALHULEU,NUEVO SAN CARLOS,1108,2001,1141,50.5
RETALHULEU,RETALHULEU,1101,2001,2544,33.8
RETALHULEU,SAN ANDRÉS VILLA SECA,1106,2001,1534,37.9
RETALHULEU,SAN FELIPE RETALHULEU,1105,2001,603,50.1
RETALHULEU,SAN MARTÍN ZAPOTITLÁN,1104,2001,373,47.5
RETALHULEU,SAN SEBASTIÁN,1102,2001,743,42.9
RETALHULEU,SANTA CRUZ MULUÁ,1103,2001,467,52.3
SACATEPEQUEZ,ALOTENANGO,0314,2001,481,54.5
SACATEPEQUEZ,ANTIGUA GUATEMALA,0301,2001,1076,36.8
SACATEPEQUEZ,CIUDAD VIEJA,0312,2001,518,35.3
SACATEPEQUEZ,JOCOTENANGO,0302,2001,286,29.4
SACATEPEQUEZ,MAGDALENA MILPAS ALTAS,0310,2001,220,50
SACATEPEQUEZ,PASTORES,0303,2001,357,54.1
SACATEPEQUEZ,SAN ANTONIO AGUAS CALIENTES,0315,2001,152,53.3
SACATEPEQUEZ,SAN BARTOLOMÉ MILPAS ALTAS,0307,2001,132,22
SACATEPEQUEZ,SAN LUCAS SACATEPÉQUEZ,0308,2001,351,35.9
SACATEPEQUEZ,SAN MIGUEL DUEÑAS,0313,2001,286,43
SACATEPEQUEZ,SANTA CATARINA BARAHONA,0316,2001,32,28.1
SACATEPEQUEZ,SANTA LUCÍA MILPAS ALTAS,0309,2001,274,37.2
SACATEPEQUEZ,SANTA MARÍA DE JESÚS,0311,2001,381,70.6
SACATEPEQUEZ,SANTIAGO SACATEPÞQUEZ,0306,2001,756,53
SACATEPEQUEZ,SANTO DOMINGO XENACOJ,0305,2001,246,49.2
SACATEPEQUEZ,SUMPANGO,0304,2001,744,54.2
SAN MARCOS,AYUTLA,1217,2001,1057,31.5
SAN MARCOS,CATARINA,1216,2001,966,48.8
SAN MARCOS,COMITANCILLO,1204,2001,1770,79.1
SAN MARCOS,CONCEPCIÓN TUTUAPA,1206,2001,1588,79.5
SAN MARCOS,EL QUETZAL,1220,2001,779,59.1
SAN MARCOS,EL RODEO,1214,2001,619,53.3
SAN MARCOS,EL TUMBADOR,1213,2001,1120,56.9
SAN MARCOS,ESQUIPULAS PALO GORDO,1227,2001,345,59.4
SAN MARCOS,IXCHIGUÁN,1223,2001,1052,72.3
SAN MARCOS,LA BLANCA,1230,2001,,
SAN MARCOS,LA REFORMA,1221,2001,546,64.3
SAN MARCOS,MALACATÁN,1215,2001,3182,55.4
SAN MARCOS,NUEVO PROGRESO,1212,2001,1054,60.3
SAN MARCOS,OCÓS,1218,2001,1201,33.2
SAN MARCOS,PAJAPITA,1222,2001,548,44.3
SAN MARCOS,RÍO BLANCO,1228,2001,241,53.5
SAN MARCOS,SAN ANTONIO SACATEPÉQUEZ,1203,2001,597,63.7
SAN MARCOS,SAN CRISTOBAL CUCHO,1225,2001,716,62.4
SAN MARCOS,SAN JOSÉ OJETENAM,1224,2001,760,67.9
SAN MARCOS,SAN LORENZO,1229,2001,406,72.4
SAN MARCOS,SAN MARCOS,1201,2001,1218,46
SAN MARCOS,SAN MIGUEL IXTAHUACAN,1205,2001,1374,68.6
SAN MARCOS,SAN PABLO,1219,2001,1384,59.8
SAN MARCOS,SAN PEDRO SACATEPÉQUEZ,1202,2001,1891,62.6
SAN MARCOS,SAN RAFAEL PIE DE LA CUESTA,1211,2001,507,53.1
SAN MARCOS,SIBINAL,1208,2001,633,83.4
SAN MARCOS,SIPACAPA,1226,2001,709,68.8
SAN MARCOS,TACANÁ,1207,2001,3019,70.8
SAN MARCOS,TAJUMULCO,1209,2001,1878,78.4
SAN MARCOS,TEJUTLA,1210,2001,1318,61.8
SANTA ROSA,BARBERENA,0602,2001,1158,40.3
SANTA ROSA,CASILLAS,0604,2001,892,30.8
SANTA ROSA,CHIQUIMULILLA,0608,2001,1910,28.3
SANTA ROSA,CUILAPA,0601,2001,1031,40.1
SANTA ROSA,GUAZACAPÁN,0611,2001,491,39.5
SANTA ROSA,NUEVA SANTA ROSA,0614,2001,1114,39.4
SANTA ROSA,ORATORIO,0606,2001,793,32.9
SANTA ROSA,PUEBLO NUEVO VIÑAS,0613,2001,786,40.1
SANTA ROSA,SAN JUAN TECUACO,0607,2001,418,46.2
SANTA ROSA,SAN RAFAEL LAS FLORES,0605,2001,362,36.2
SANTA ROSA,SANTA CRUZ NARANJO,0612,2001,424,37
SANTA ROSA,SANTA MARÍA IXHUATÁN,0610,2001,912,45.6
SANTA ROSA,SANTA ROSA DE LIMA,0603,2001,521,28.8
SANTA ROSA,TAXISCO,0609,2001,1024,27.4
SOLOLA,CONCEPCIÓN,0708,2001,120,70
SOLOLA,NAHUALÁ,0705,2001,2299,83.3
SOLOLA,PANAJACHEL,0710,2001,300,36.7
SOLOLA,SAN ANDRÉS SEMETABAJ,0709,2001,386,67.6
SOLOLA,SAN ANTONIO PALAPÓ,0712,2001,502,74.5
SOLOLA,SAN JOSÉ CHACAYÁ,0702,2001,131,71.8
SOLOLA,SAN JUAN LA LAGUNA,0717,2001,282,80.9
SOLOLA,SAN LUCAS TOLIMÁN,0713,2001,728,65.8
SOLOLA,SAN MARCOS LA LAGUNA,0716,2001,66,81.8
SOLOLA,SAN PABLO LA LAGUNA,0715,2001,73,89
SOLOLA,SAN PEDRO LA LAGUNA,0718,2001,180,44.4
SOLOLA,SANTA CATARINA IXTAHUACÁN,0706,2001,1622,84.1
SOLOLA,SANTA CATARINA PALAPÓ,0711,2001,90,75.6
SOLOLA,SANTA CLARA LA LAGUNA,0707,2001,317,75.4
SOLOLA,SANTA CRUZ LA LAGUNA,0714,2001,145,77.2
SOLOLA,SANTA LUCÍA UTATLÁN,0704,2001,729,65
SOLOLA,SANTA MARÍA VISITACIÓN,0703,2001,76,59.2
SOLOLA,SANTIAGO ATITLÁN,0719,2001,934,65.9
SOLOLA,SOLOLÁ,0701,2001,2729,73.3
SUCHITEPEQUEZ,CHICACAO,1013,2001,1449,55.9
SUCHITEPEQUEZ,CUYOTENANGO,1002,2001,1841,45.4
SUCHITEPEQUEZ,MAZATENANGO,1001,2001,2227,41.4
SUCHITEPEQUEZ,PATULUL,1014,2001,775,48.9
SUCHITEPEQUEZ,PUEBLO NUEVO,1019,2001,350,55.4
SUCHITEPEQUEZ,RÍO BRAVO,1020,2001,777,49.7
SUCHITEPEQUEZ,SAMAYAC,1008,2001,592,50.5
SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPÉQUEZ,1010,2001,1378,57.3
SUCHITEPEQUEZ,SAN BERNANDINO,1004,2001,343,55.1
SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLÁN,1003,2001,509,50.5
SUCHITEPEQUEZ,SAN GABRIEL,1012,2001,118,45.8
SUCHITEPEQUEZ,SAN JOSÉ EL IDOLO,1005,2001,329,50.5
SUCHITEPEQUEZ,SAN JOSÉ LA MÁQUINA,1021,2001,,
SUCHITEPEQUEZ,SAN JUAN BAUTISTA,1016,2001,173,35.8
SUCHITEPEQUEZ,SAN LORENZO,1007,2001,453,50.3
SUCHITEPEQUEZ,SAN MIGUEL PANAN,1011,2001,262,58.8
SUCHITEPEQUEZ,SAN PABLO JOCOPILA,1009,2001,649,61.2
SUCHITEPEQUEZ,SANTA BARBARA,1015,2001,418,49.3
SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPÉQUEZ,1006,2001,1564,46.5
SUCHITEPEQUEZ,SANTO TOMAS LA UNIÓN,1017,2001,303,54.8
SUCHITEPEQUEZ,ZUNILITO,1018,2001,223,59.6
TOTONICAPAN,MOMOSTENANGO,0805,2001,3593,79.4
TOTONICAPAN,SAN ANDRÉS XECUL,0804,2001,1098,80
TOTONICAPAN,SAN BARTOLO,0808,2001,469,70.4
TOTONICAPAN,SAN CRISTÓBAL TOTONICAPÁN,0802,2001,1215,69.2
TOTONICAPAN,SAN FRANCISCO EL ALTO,0803,2001,2138,70.9
TOTONICAPAN,SANTA LUCIA LA REFORMA,0807,2001,349,70.8
TOTONICAPAN,SANTA MARÍA CHIQUIMULA,0806,2001,967,77.2
TOTONICAPAN,TOTONICAPÁN,0801,2001,4017,71.8
ZACAPA,CABAÑAS,1907,2001,495,34.8
ZACAPA,ESTANZUELA,1902,2001,265,16.2
ZACAPA,GUALÁN,1904,2001,1210,27.4
ZACAPA,HUITÉ,1910,2001,329,42.3
ZACAPA,LA UNIÓN,1909,2001,853,59.3
ZACAPA,RIO HONDO,1903,2001,553,17.5
ZACAPA,SAN DIEGO,1908,2001,258,39.2
ZACAPA,SAN JORGE,1911,2001,,
ZACAPA,TECULUTÁN,1905,2001,470,23.6
ZACAPA,USUMATLÁN,1906,2001,405,28.6
ZACAPA,ZACAPA,1901,2001,1872,34.9
ALTA VERAPAZ,CAHABÓN,1612,2008,2608,51.1
